pair_id,subject_id,axis,positive_earlier_calc,polarity,year,benchmark__control_score,regime__signed__elemental_environment_shift,regime__active__elemental_environment_shift,regime__ambiguous__elemental_environment_shift,regime__signed__yong_xiang_support_shift,regime__active__yong_xiang_support_shift,regime__ambiguous__yong_xiang_support_shift,regime__signed__structural_activation_shift,regime__active__structural_activation_shift,regime__ambiguous__structural_activation_shift,regime__signed__geju_state_change,regime__active__geju_state_change,regime__ambiguous__geju_state_change,regime__signed__special_structure_change,regime__active__special_structure_change,regime__ambiguous__special_structure_change,regime__signed__tiaohou_change,regime__active__tiaohou_change,regime__ambiguous__tiaohou_change,regime__signed__rooting_exposure_change,regime__active__rooting_exposure_change,regime__ambiguous__rooting_exposure_change,regime__signed__major_relation_change,regime__active__major_relation_change,regime__ambiguous__major_relation_change,regime__signed__key_pillar_change,regime__active__key_pillar_change,regime__ambiguous__key_pillar_change,regime__signed__stem_branch_convergence,regime__active__stem_branch_convergence,regime__ambiguous__stem_branch_convergence,regime__direction_score,regime__contradiction_count,regime__confidence,regime__n_active,regime__n_agree,regime__relation_intensity,regime__season_efficacy,regime__stem_rooted,regime__fav_minus_unfav_clean,regime_relrole__COMPETING_HAP_CLASH,regime_relrole__AMBIGUOUS,regime_relrole__SUPPORTS_USEFUL_OR_BINDS,regime_relrole__SUPPORTS_HARMFUL,regime_relrole__CLASHES_USEFUL_STRUCTURE,regime_relrole__CLASHES_HARMFUL_STRUCTURE,regime_relrole__STRUCTURAL_MOVEMENT,yearctx__contextual_trigger,yearctx__dy_context,yearctx__event_intensity,yearctx__valence,yearctx__reinforce,yearctx__fuyin_natal_year,yearctx__fuyin_natal_dae,yearctx__binglin_dy,yearctx__fanyin,tgctx__stem_effect,tgctx__stem_role__SUPPORTS_USEFUL_STRUCTURE,tgctx__stem_role__CONTROLS_EXCESS,tgctx__stem_role__OVERBURDENS_WEAK_STRUCTURE,tgctx__stem_role__DRAINS_EXCESS,tgctx__stem_role__DRAINS_WEAK,tgctx__stem_role__SUPPLIES_NEEDED_RESOURCE,tgctx__stem_role__FEEDS_HARMFUL_EXCESS,tgctx__stem_role__OVERBURDENS_OR_COVERS,tgctx__stem_role__AMBIGUOUS,tgctx__stem_role__NEUTRAL,tgctx__branch_effect,tgctx__branch_role__SUPPORTS_USEFUL_STRUCTURE,tgctx__branch_role__CONTROLS_EXCESS,tgctx__branch_role__OVERBURDENS_WEAK_STRUCTURE,tgctx__branch_role__DRAINS_EXCESS,tgctx__branch_role__DRAINS_WEAK,tgctx__branch_role__SUPPLIES_NEEDED_RESOURCE,tgctx__branch_role__FEEDS_HARMFUL_EXCESS,tgctx__branch_role__OVERBURDENS_OR_COVERS,tgctx__branch_role__AMBIGUOUS,tgctx__branch_role__NEUTRAL,year_natal_rel__valence,year_natal_rel__intensity,year_natal_rel__role__COMPETING_HAP_CLASH,year_natal_rel__role__AMBIGUOUS,year_natal_rel__role__SUPPORTS_USEFUL_OR_BINDS,year_natal_rel__role__SUPPORTS_HARMFUL,year_natal_rel__role__CLASHES_USEFUL_STRUCTURE,year_natal_rel__role__CLASHES_HARMFUL_STRUCTURE,year_natal_rel__role__STRUCTURAL_MOVEMENT,year_elem__stem_sign,year_elem__branch_sign
V4UD_002_P01,V4UD_002,COMPETITIVE,True,positive,2001,49.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.0,-1.0,1.0,0.0,-0.5,1.0,0.0,-1.0,1.0,0.0,-0.41,0.0,0.9,5.0,5.0,2.2275,0.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,-0.054875000000000035,0.0,1.5950000000000002,-0.3225,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4725,1.5950000000000002,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0
V4UD_002_P01,V4UD_002,COMPETITIVE,True,negative,2002,52.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.0,-1.0,1.0,0.0,-0.5,1.0,0.0,-1.0,1.0,0.0,-0.41,0.0,0.9,5.0,5.0,2.2275,0.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,-0.29585000000000017,-1.2,2.1999999999999997,-0.7250000000000001,-1.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1,1.6999999999999997,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0
V4UD_012_P01,V4UD_012,COMPETITIVE,True,positive,1978,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.1001,1.0,0.6,4.0,2.0,2.575,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,-0.30505921875,1.2,3.2275,-0.7875,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1375,3.2275,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0
V4UD_012_P01,V4UD_012,COMPETITIVE,True,negative,1979,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.1001,1.0,0.6,4.0,2.0,2.575,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,-0.32256684375000005,1.2,1.6925,-0.8425,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0925,1.6925,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
V4UD_013_P01,V4UD_013,COMPETITIVE,False,positive,2009,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.0,0.0,1.0,1.0,-0.5,1.0,0.0,0.0,1.0,1.0,0.0096,1.0,0.45,4.0,1.0,1.6,-0.25,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.30517425,0.0,1.6925,0.42,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21999999999999997,1.6925,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
V4UD_013_P01,V4UD_013,COMPETITIVE,False,negative,2006,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.0,0.0,1.0,1.0,-0.5,1.0,0.0,0.0,1.0,1.0,0.0096,1.0,0.45,4.0,1.0,1.6,-0.25,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.22687500000000002,-0.6,0.875,-0.5875,-0.5,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5625,0.875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0
V4UD_014_P01,V4UD_014,COMPETITIVE,False,positive,1986,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.875,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1945,0.0,0.6,3.0,2.0,1.4875,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.06737500000000005,1.2,1.435,-0.0475000000000001,1.0,0.0,0.0,0.0,0.0,-0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.22749999999999992,1.435,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
V4UD_014_P01,V4UD_014,COMPETITIVE,False,negative,1985,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.875,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1945,0.0,0.6,3.0,2.0,1.4875,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.36634612499999997,0.0,3.2975,-0.5349999999999999,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6599999999999999,3.2975,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,-1.0
V4UD_003_P01,V4UD_003,COMPETITIVE,True,positive,1989,60.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.4675,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2438,1.0,0.525,4.0,3.0,0.7225,-0.25,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.001124999999999994,0.0,2.3525,-0.02249999999999998,0.0,0.0,0.0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09749999999999998,2.3525,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-1.0
V4UD_003_P01,V4UD_003,COMPETITIVE,True,negative,1990,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.4675,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2438,1.0,0.525,4.0,3.0,0.7225,-0.25,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.71333384375,0.0,2.0725,1.0675,0.0,1.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0425,1.5724999999999998,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.0
V4UD_015_P01,V4UD_015,COMPETITIVE,True,positive,2000,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.6,1.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.09,1.0,0.6,6.0,2.0,2.4225,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,-1.2004348125000002,0.0,2.2275,-1.71,0.0,0.0,0.0,0.0,0.0,-0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.435,2.2275,0.0,0.0,0.0,2.0,1.0,0.0,0.0,-1.0,1.0
V4UD_015_P01,V4UD_015,COMPETITIVE,True,negative,2002,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.6,1.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.09,1.0,0.6,6.0,2.0,2.4225,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,-0.04212499999999997,0.0,2.4225,-0.11749999999999994,0.0,0.0,0.0,0.0,0.0,0.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.26749999999999996,2.4225,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.0,1.0
V4UD_016_P01,V4UD_016,COMPETITIVE,True,positive,1986,59.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.35250000000000004,1.0,0.0,-0.5,1.0,0.0,1.0,1.0,0.0,0.2067,2.0,0.35,5.0,3.0,1.6425,-0.25,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9416257500000002,1.2,2.7075,1.145,1.0,1.0,0.0,0.0,1.0,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,1.6075,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
V4UD_016_P01,V4UD_016,COMPETITIVE,True,negative,1987,60.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.35250000000000004,1.0,0.0,-0.5,1.0,0.0,1.0,1.0,0.0,0.2067,2.0,0.35,5.0,3.0,1.6425,-0.25,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.11975000000000005,1.2,0.765,-0.42000000000000004,1.0,0.0,0.0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49500000000000005,0.765,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
V4UD_017_P01,V4UD_017,COMPETITIVE,True,positive,1974,63.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.6,1.0,0.0,-0.18249999999999994,1.0,0.0,-0.5,1.0,0.0,0.0,0.0,0.0,0.2518,2.0,0.35,6.0,4.0,1.7425,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2944265624999999,1.2,2.4625,0.5249999999999997,1.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8749999999999998,2.4625,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
V4UD_017_P01,V4UD_017,COMPETITIVE,True,negative,1976,60.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.6,1.0,0.0,-0.52,1.0,0.0,-0.5,1.0,0.0,0.0,0.0,0.0,0.218,2.0,0.35,6.0,4.0,1.55,0.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.4987500000000001,0.0,1.4874999999999998,0.9,0.0,0.0,0.0,0.0,0.0,-0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,1.4874999999999998,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,-1.0
