index,batch_id,research_order_in_batch,subject_id,name,preassigned_axis,event_year,polarity,event_type,event_description,source_url,source_title,source_publisher,source_date,source_quality,eligibility_note,exclude,exclude_reason
15,2,8,V5CONFIRM_045,Robert Bresson,PROJECT,1962,positive,festival_jury_award,The Trial of Joan of Arc received a Cannes Special Jury Prize in 1962.,https://www.festival-cannes.com/en/p/robert-bresson/,Robert Bresson,Festival de Cannes,,high,Major project-specific festival award.,False,
16,2,8,V5CONFIRM_045,Robert Bresson,PROJECT,1974,positive,festival_critics_award,Lancelot du Lac received the FIPRESCI Prize at Cannes in 1974.,https://www.festival-cannes.com/en/p/robert-bresson/,Robert Bresson,Festival de Cannes,,high,Major project-specific festival award.,False,
17,2,8,V5CONFIRM_045,Robert Bresson,PROJECT,1983,positive,festival_grand_prix,L'Argent received the Cannes Grand Prix du cinéma de création in 1983.,https://www.festival-cannes.com/en/p/robert-bresson/,Robert Bresson,Festival de Cannes,,high,Major project-specific festival award.,False,
18,2,9,V5CONFIRM_075,Gerd Bucerius,STATUS,1949,positive,parliament_election_win,Elected to the German Bundestag in 1949.,https://www.hamburg.de/politik-und-verwaltung/senat/hamburger-ehrenbuerger/ehrenbuerger-1813-bis-heute/gerd-bucerius-238118,Gerd Bucerius,Freie und Hansestadt Hamburg,,high,Direct elected-office gain.,False,
19,2,9,V5CONFIRM_075,Gerd Bucerius,STATUS,1962,negative,voluntary_parliament_resignation,Resigned his Bundestag mandate and left the CDU in 1962 amid political conflict.,https://www.hamburg.de/politik-und-verwaltung/senat/hamburger-ehrenbuerger/ehrenbuerger-1813-bis-heute/gerd-bucerius-238118,Gerd Bucerius,Freie und Hansestadt Hamburg,,high,"Logged for audit; resignation was voluntary/political exit, not direct defeat.",True,voluntary_role_exit_not_negative_status
20,2,10,V5CONFIRM_029,Matt Dillon,PROJECT,2006,positive,academy_award_nomination,Received an Academy Award nomination for Supporting Actor for Crash at the 2006 Oscars.,https://www.oscars.org/oscars/ceremonies/2006/A--E,The 78th Academy Awards | 2006,Academy of Motion Picture Arts and Sciences,,high,Major project-specific recognition.,False,
21,2,11,V5CONFIRM_020,Maurizio Stecca,COMPETITIVE,1991,positive,world_title_win,Won the WBO featherweight world title in 1991.,https://openboxing.org/featherweight/wbo/,WBO Featherweight title lineage,Open Boxing,,medium,Direct world-title win.,False,
22,2,11,V5CONFIRM_020,Maurizio Stecca,COMPETITIVE,1992,negative,world_title_loss,Lost the WBO featherweight title to Colin McMillan in 1992.,https://openboxing.org/featherweight/wbo/,WBO Featherweight title lineage,Open Boxing,,medium,Direct world-title defeat.,False,
23,2,13,V5CONFIRM_057,Daniel Wildenstein,STATUS,1963,positive,family_business_control_gain,Assumed control of the family's international art-dealing operations after his father's death.,https://www.wildenstein.com/history/,History,Wildenstein & Co.,,high,Direct formal control/authority gain in the family enterprise.,False,
24,2,14,V5CONFIRM_078,Frank Lorenzo,STATUS,1990,negative,court_ordered_management_removal,A bankruptcy judge removed Lorenzo from management control of Eastern Air Lines in 1990.,https://www.latimes.com/archives/la-xpm-1990-04-19-mn-1984-story.html,Judge Ousts Lorenzo From Eastern Management,Los Angeles Times,,medium,Direct forced loss of corporate authority.,False,
25,2,15,V5CONFIRM_021,Mattiwilda Dobbs,PROJECT,1956,positive,major_opera_debut,Made her Metropolitan Opera debut as Gilda in Rigoletto in November 1956.,https://archives.metopera.org/MetOperaSearch/record.jsp?dockey=0370868,Metropolitan Opera performance record,Metropolitan Opera Archives,,high,Major named performance/project milestone.,False,
26,2,16,V5CONFIRM_008,Zora Folley,COMPETITIVE,1960,negative,elite_bout_loss,Was knocked out by Sonny Liston in July 1960.,https://boxrec.com/wiki/index.php/Sonny_Liston_vs._Zora_Folley,Sonny Liston vs. Zora Folley,BoxRec,,medium,Direct elite-level competitive loss.,False,
27,2,16,V5CONFIRM_008,Zora Folley,COMPETITIVE,1960,positive,elite_bout_win,Defeated Eddie Machen in a major heavyweight bout in January 1960.,https://boxerlist.com/en/boxer/zora-folley/7945,Zora Folley record,BoxerList,,medium,Direct elite-level competitive win.,False,
28,2,17,V5CONFIRM_016,Boomer Esiason,COMPETITIVE,1988,positive,league_mvp,Won the NFL Most Valuable Player award for the 1988 season.,https://www.bengals.com/news/1988,1988 Cincinnati Bengals,Cincinnati Bengals,,high,Major elite league competitive award.,False,
29,2,17,V5CONFIRM_016,Boomer Esiason,COMPETITIVE,1989,negative,championship_final_loss,Lost Super Bowl XXIII with Cincinnati to San Francisco in January 1989.,https://www.bengals.com/news/1988,1988 Cincinnati Bengals,Cincinnati Bengals,,high,Direct championship-final defeat.,False,
30,2,18,V5CONFIRM_056,Hans Fritzsche,STATUS,1942,positive,government_media_leadership_appointment,Rose to ministerial-director/radio leadership responsibility in the Propaganda Ministry in 1942.,https://nuremberg.law.harvard.edu/documents/1369-affidavit-listing-fritzsches-membership?mode=text,Affidavit listing Fritzsche's positions,Harvard Nuremberg Trials Project,,high,Direct formal governmental authority gain.,False,
31,2,19,V5CONFIRM_067,Seymour Cray,STATUS,1957,positive,corporate_cofounder_director,Co-founded Control Data Corporation and served as a director beginning in 1957.,https://americanhistory.si.edu/comphist/montic/cray.htm,Seymour Cray,Smithsonian Institution,,high,Direct organizational authority gain.,False,
32,2,19,V5CONFIRM_067,Seymour Cray,STATUS,1972,positive,company_founder_control_gain,Founded Cray Research in 1972.,https://www.computer.org/volunteering/awards/cray/about-cray,About Seymour Cray,IEEE Computer Society,,high,Direct founder/control authority gain.,False,
33,2,19,V5CONFIRM_067,Seymour Cray,STATUS,1989,positive,company_founder_control_gain,Started Cray Computer Corporation in 1989.,https://americanhistory.si.edu/comphist/montic/cray.htm,Seymour Cray,Smithsonian Institution,,high,Direct founder/control authority gain.,False,
34,2,20,V5CONFIRM_031,Gregory Peck,PROJECT,1963,positive,academy_award_win,Won the Academy Award for Best Actor for To Kill a Mockingbird in 1963.,https://www.oscars.org/oscars/ceremonies/1963,The 35th Academy Awards | 1963,Academy of Motion Picture Arts and Sciences,,high,Major project-specific award win.,False,
