index,batch_id,research_order_in_batch,subject_id,name,preassigned_axis,event_year,polarity,event_type,event_description,source_url,source_title,source_publisher,source_date,source_quality,eligibility_note,exclude,exclude_reason
13,3,8,V5CONFIRM_048,Christie Hefner,STATUS,1982,positive,corporate_president_appointment,Became president of Playboy Enterprises in 1982.,https://www.upi.com/Archives/1988/11/11/Hefners-daughter-becomes-Playboy-chairman-and-CEO/2690595227600/,Hefner's daughter becomes Playboy chairman and CEO,UPI,,medium,Direct formal corporate authority gain.,False,
14,3,8,V5CONFIRM_048,Christie Hefner,STATUS,1988,positive,ceo_chair_appointment,Elected chairman and CEO of Playboy Enterprises in 1988.,https://www.upi.com/Archives/1988/11/11/Hefners-daughter-becomes-Playboy-chairman-and-CEO/2690595227600/,Hefner's daughter becomes Playboy chairman and CEO,UPI,,medium,Direct top corporate authority gain.,False,
15,3,10,V5CONFIRM_006,Marcel Cerdan,COMPETITIVE,1947,positive,european_title_win,Won the European middleweight title in 1947.,https://boxrec.com/wiki/index.php/Marcel_Cerdan,Marcel Cerdan,BoxRec,,medium,Direct elite title win.,False,
16,3,10,V5CONFIRM_006,Marcel Cerdan,COMPETITIVE,1948,negative,european_title_loss,Lost the European middleweight title in May 1948.,https://boxrec.com/wiki/index.php/Marcel_Cerdan,Marcel Cerdan,BoxRec,,medium,Direct elite title loss.,False,
17,3,10,V5CONFIRM_006,Marcel Cerdan,COMPETITIVE,1948,positive,world_title_win,Won the world middleweight championship in September 1948.,https://boxrec.com/wiki/index.php/Marcel_Cerdan,Marcel Cerdan,BoxRec,,medium,Direct world-title win.,False,
18,3,10,V5CONFIRM_006,Marcel Cerdan,COMPETITIVE,1949,negative,world_title_loss,Lost the world middleweight title to Jake LaMotta in June 1949.,https://boxrec.com/wiki/index.php/Marcel_Cerdan,Marcel Cerdan,BoxRec,,medium,Direct world-title defeat.,False,
19,3,11,V5CONFIRM_041,Orson Welles,PROJECT,1941,positive,major_film_critical_success,Citizen Kane became a major critical success and award-recognized debut feature.,https://www.newyorker.com/magazine/1971/02/20/raising-kane-i,Raising Kane,The New Yorker,,medium,Major named project critical success.,False,
20,3,11,V5CONFIRM_041,Orson Welles,PROJECT,1942,negative,studio_project_failure,"The Magnificent Ambersons was taken out of Welles's control, heavily recut, and failed to recoup costs amid his termination from RKO.",https://catalog.afi.com/Film/27328-THE-MAGNIFICENTAMBERSONS,The Magnificent Ambersons,AFI Catalog,,high,Explicit major project failure / loss of project control.,False,
21,3,12,V5CONFIRM_013,Ronnie Harris,COMPETITIVE,1968,positive,olympic_gold,Won Olympic lightweight boxing gold at the 1968 Mexico City Games.,https://www.olympedia.org/athletes/8688,Ronnie Harris,Olympedia,,high,Direct Olympic championship win.,False,
22,3,12,V5CONFIRM_013,Ronnie Harris,COMPETITIVE,1978,negative,world_title_fight_loss,Lost a WBA middleweight world-title fight to Hugo Corro in 1978.,https://www.olympedia.org/athletes/8688,Ronnie Harris,Olympedia,,high,Direct world-title bout loss.,False,
23,3,12,V5CONFIRM_013,Ronnie Harris,COMPETITIVE,1979,positive,regional_title_win,Won the NABF middleweight title in 1979.,https://www.olympedia.org/athletes/8688,Ronnie Harris,Olympedia,,high,Direct high-level title win.,False,
24,3,12,V5CONFIRM_013,Ronnie Harris,COMPETITIVE,1980,negative,regional_title_loss,Lost the NABF middleweight title in 1980.,https://www.olympedia.org/athletes/8688,Ronnie Harris,Olympedia,,high,Direct title loss.,False,
25,3,14,V5CONFIRM_077,Michel Rocard,STATUS,1988,positive,prime_minister_appointment,Appointed Prime Minister of France in 1988.,https://www.info.gouv.fr/les-anciens-premiers-et-premieres-ministres-de-la-ve-republique/michel-rocard,Michel Rocard,Gouvernement français,,high,Direct national executive authority gain.,False,
26,3,14,V5CONFIRM_077,Michel Rocard,STATUS,1991,negative,forced_prime_minister_exit,Left the prime ministership in May 1991 after President Mitterrand requested his resignation.,https://www.info.gouv.fr/les-anciens-premiers-et-premieres-ministres-de-la-ve-republique/michel-rocard,Michel Rocard,Gouvernement français,,high,Direct loss of executive authority after presidential request.,False,
27,3,15,V5CONFIRM_069,Heinrich Hellwege,STATUS,1955,positive,minister_president_election,Elected Minister-President of Lower Saxony on 26 May 1955.,https://www.stk.niedersachsen.de/startseite/der_ministerprasident/niedersachsens_ministerprasidenten_seit_1946/ahnengalerie-der-niedersachsischen-ministerprasidenten-3401.html,Niedersachsens Ministerpräsidenten seit 1946,Niedersächsische Staatskanzlei,,high,Direct election to top state executive office.,False,
28,3,16,V5CONFIRM_062,Johannes Rau,STATUS,1978,positive,minister_president_gain,Became Minister-President of North Rhine-Westphalia in 1978.,https://elpais.com/diario/2006/01/28/agenda/1138402806_850215.html,Johannes Rau obituary,El País,,medium,Direct top state executive authority gain.,False,
29,3,16,V5CONFIRM_062,Johannes Rau,STATUS,1987,negative,federal_election_defeat,Lost his 1987 bid to become federal chancellor.,https://elpais.com/diario/2006/01/28/agenda/1138402806_850215.html,Johannes Rau obituary,El País,,medium,Direct defeat for higher formal executive authority.,False,
30,3,16,V5CONFIRM_062,Johannes Rau,STATUS,1994,negative,presidential_election_defeat,Lost the 1994 election for Federal President.,https://elpais.com/diario/2006/01/28/agenda/1138402806_850215.html,Johannes Rau obituary,El País,,medium,Direct defeat for formal national office.,False,
31,3,16,V5CONFIRM_062,Johannes Rau,STATUS,1999,positive,presidential_election_win,Was elected Federal President of Germany in 1999.,https://elpais.com/diario/2006/01/28/agenda/1138402806_850215.html,Johannes Rau obituary,El País,,medium,Direct election to formal national office.,False,
32,3,17,V5CONFIRM_064,Bobby Rahal,STATUS,1986,positive,indianapolis_500_win,Won the 1986 Indianapolis 500 as a driver.,https://imsmuseum.org/fame_inductee/bobby-rahal/,Bobby Rahal,Indianapolis Motor Speedway Museum,,high,"Logged for audit only: major event but wrong frozen axis (COMPETITIVE, not STATUS).",True,wrong_axis_competitive_event
33,3,17,V5CONFIRM_064,Bobby Rahal,STATUS,2000,positive,series_ceo_appointment,Served as interim president/CEO of Championship Auto Racing Teams in 2000.,https://imsmuseum.org/fame_inductee/bobby-rahal/,Bobby Rahal,Indianapolis Motor Speedway Museum,,high,Direct formal organizational authority gain.,False,
34,3,18,V5CONFIRM_030,Marco Ferreri,PROJECT,1973,positive,festival_critics_award,La Grande Bouffe received the FIPRESCI Prize at Cannes in 1973.,https://www.festival-cannes.com/en/p/marco-ferreri/,Marco Ferreri,Festival de Cannes,,high,Major project-specific festival award.,False,
35,3,18,V5CONFIRM_030,Marco Ferreri,PROJECT,1978,positive,festival_grand_prix,Ciao Maschio received the Jury Special Grand Prix at Cannes in 1978.,https://www.festival-cannes.com/en/p/marco-ferreri/,Marco Ferreri,Festival de Cannes,,high,Major project-specific festival award.,False,
36,3,19,V5CONFIRM_059,Hermann Fegelein,STATUS,1943,positive,military_rank_promotion,Promoted to SS-Brigadeführer and Generalmajor of the Waffen-SS on 1 May 1943.,https://www.veikkos-archiv.com/index.php?title=Hermann_Fegelein,Hermann Fegelein,Veikkos Archiv,,medium,"Direct formal rank/authority gain; polarity denotes authority direction, not moral approval.",False,
37,3,19,V5CONFIRM_059,Hermann Fegelein,STATUS,1944,positive,headquarters_liaison_appointment,Formally assigned as Waffen-SS liaison officer to Hitler's headquarters in 1944.,https://www.veikkos-archiv.com/index.php?title=Hermann_Fegelein,Hermann Fegelein,Veikkos Archiv,,medium,"Direct formal appointment; polarity denotes authority direction, not moral approval.",False,
38,3,19,V5CONFIRM_059,Hermann Fegelein,STATUS,1945,negative,execution_death,Executed in 1945 after accusations of desertion.,https://www.veikkos-archiv.com/index.php?title=Hermann_Fegelein,Hermann Fegelein,Veikkos Archiv,,medium,Logged for audit; death/legal-punitive outcome is not a STATUS loss event.,True,death_or_legal_punishment_not_status_negative
39,3,20,V5CONFIRM_065,Jürgen Wagner,STATUS,1943,positive,military_command_gain,Took command of the 4th SS Volunteer Panzergrenadier Brigade Nederland in October 1943.,https://lexikon-wehrmacht.de/Personenregister/W/WagnerJ-R.htm,Jürgen Wagner,Lexikon der Wehrmacht,,medium,"Direct formal command gain; polarity denotes authority direction, not moral approval.",False,
40,3,20,V5CONFIRM_065,Jürgen Wagner,STATUS,1944,positive,military_rank_promotion,Promoted to SS-Brigadeführer and Generalmajor of the Waffen-SS in April 1944.,https://lexikon-wehrmacht.de/Personenregister/W/WagnerJ-R.htm,Jürgen Wagner,Lexikon der Wehrmacht,,medium,"Direct formal rank gain; polarity denotes authority direction, not moral approval.",False,
