event_row_id,batch_id,subject_id,name,preassigned_axis,event_year,polarity,event_type,event_description,source_url,source_title,source_publisher,source_date,source_quality,exclude,exclude_reason,source_batch_file,source_url_valid,event_keyword_family
0630b7744ec09ab12ea5,1,V5DEV_153,Rolim Amaro,STATUS,1972,positive,leadership_accession,Acquired half of TAM and assumed management of the airline business.,https://www.company-histories.com/TAM-Linhas-Aereas-SA-Company-History.html,TAM Linhas Aéreas S.A. - Company History,Company-Histories.com,,medium,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,office
e153bc9867be4d51e940,1,V5DEV_153,Rolim Amaro,STATUS,1976,positive,control_gain,Became the dominant shareholder as TAM's regional airline structure expanded.,https://www.company-histories.com/TAM-Linhas-Aereas-SA-Company-History.html,TAM Linhas Aéreas S.A. - Company History,Company-Histories.com,,medium,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,
fcbe0b240bcaa1545dca,1,V5DEV_024,Domenico Adinolfi,COMPETITIVE,1974,positive,continental_title_win,Defeated Karl-Heinz Klein to win the vacant EBU European light-heavyweight title.,https://titlehistories.com/boxing/eu/ebu/ebu-lh.html,EBU European Light Heavyweight Title,TitleHistories.com,,medium,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,title
d3dd7e3fbe5f2e4742c6,1,V5DEV_024,Domenico Adinolfi,COMPETITIVE,1976,negative,continental_title_loss,Lost the EBU European light-heavyweight title to Mate Parlov by TKO.,https://www.emilianoadinolfi.it/pugilato-adinolfi-domenico/,Pugilato Adinolfi Domenico,Emiliano Adinolfi - Metodologia & Calcio,,medium,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,title
f287b025ab671e56f800,1,V5DEV_066,Gaston Rébuffat,PROJECT,1955,positive,film_award,The mountain film Étoiles et Tempêtes won the Grand Prix at the Trento festival.,https://www.lemonde.fr/archives/article/1956/11/02/etoiles-et-tempetes_2249277_1819218.html,ETOILES ET TEMPÊTES,Le Monde,1956-11-02,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,award
9b945d6b808e46f1a89f,1,V5DEV_066,Gaston Rébuffat,PROJECT,1954,,book_release,Published Étoiles et Tempêtes.,https://www.larousse.fr/encyclopedie/personnage/Gaston_R%C3%A9buffat/140479,Gaston Rébuffat,Larousse,,high,True,Release alone is not an eligible PROJECT outcome.,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,release
26f3f889768efa23643d,1,V5DEV_118,Jacques Goddet,STATUS,1936,positive,leadership_accession,Became director of the Tour de France while serving in senior editorial leadership at L'Auto.,https://www.universalis.fr/encyclopedie/jacques-goddet/,Jacques Goddet - Biographie,Encyclopædia Universalis,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,office
ed33e60d1bb12a880752,1,V5DEV_118,Jacques Goddet,STATUS,1944,negative,leadership_platform_loss,"L'Auto was prohibited at Liberation, ending the publication through which Goddet held senior editorial authority.",https://www.universalis.fr/encyclopedie/jacques-goddet/,Jacques Goddet - Biographie,Encyclopædia Universalis,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,office
39483915b76f5f033dd7,1,V5DEV_118,Jacques Goddet,STATUS,1946,positive,leadership_restoration,"L'Équipe was launched to replace L'Auto, restoring Goddet to major sports-media leadership.",https://www.universalis.fr/encyclopedie/jacques-goddet/,Jacques Goddet - Biographie,Encyclopædia Universalis,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,office
39ec08c7fc65c943e553,1,V5DEV_013,David Goffin,COMPETITIVE,2014,positive,tour_title_win,Won ATP singles titles in Kitzbühel and Metz during his comeback season.,https://www.atptour.com/en/scores/results-archive?year=2014,2014 Results Archive,ATP Tour,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,title
28070ac8adeea573205d,1,V5DEV_013,David Goffin,COMPETITIVE,2017,negative,season_final_loss,Reached the ATP Finals championship match but lost the final to Grigor Dimitrov.,https://www.nittoatpfinals.com/en/heritage/results-2000-2023,Nitto ATP Finals Results 2000-2023,ATP / Nitto ATP Finals,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,title
0ff328707e84fb6f6663,1,V5DEV_013,David Goffin,COMPETITIVE,2022,positive,tour_title_win,Won his sixth ATP Tour singles title in Marrakech.,https://www.atptour.com/en/players/david_goffin/gb88/bio,David Goffin - Bio,ATP Tour,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,title
d8a3189d51d3f575d67b,1,V5DEV_051,Adam Goldberg,PROJECT,1998,negative,commercial_failure,His directorial debut Scotch and Milk premiered but was not a commercial hit; major distributors walked out at the premiere.,https://www.vogue.com/article/adam-goldberg-no-way-jose,Adam Goldberg Returns to Rom-Coms With No Way Jose,Vogue,2015-07-08,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,
edf305449953c932d7b5,1,V5DEV_051,Adam Goldberg,PROJECT,2003,positive,festival_selection,I Love Your Work was selected for the Toronto International Film Festival's Discovery program.,https://www.digitalhit.com/torontofilmfestival/2003/filmlist,28th Toronto International Film Festival - List of Films,DigitalHit.com,2003,medium,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,election
b7537e3722ac9187de1b,1,V5DEV_108,George Steinbrenner,STATUS,1973,positive,leadership_accession,"A partnership headed by Steinbrenner purchased the New York Yankees, with him as managing general partner.",https://www.mlb.com/yankees/history/timeline-1970s,Yankees Timeline - 1970s,MLB / New York Yankees,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,office
a3bc8c7e5b6d2a5038ab,1,V5DEV_108,George Steinbrenner,STATUS,1974,negative,suspension_from_authority,"Commissioner Bowie Kuhn suspended Steinbrenner from baseball for two years, later reduced.",https://baseballhall.org/hof/2017-todays-game-era-ballot/steinbrenner-george,George Steinbrenner's winning ways land him on Today's Game Era ballot,National Baseball Hall of Fame,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,
acfd1f615ecfe6cba7f0,1,V5DEV_108,George Steinbrenner,STATUS,1976,positive,authority_restoration,Returned to active baseball control after the first suspension was reduced to 15 months.,https://www.latimes.com/local/obituaries/la-me-george-steinbrenner-20100714-story.html,George Steinbrenner dies at 80; owner of New York Yankees,Los Angeles Times,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,
591c134c6667a360b3c8,1,V5DEV_108,George Steinbrenner,STATUS,1990,negative,ban_from_authority,Commissioner Fay Vincent barred Steinbrenner from day-to-day baseball operations for life.,https://baseballhall.org/hof/2017-todays-game-era-ballot/steinbrenner-george,George Steinbrenner's winning ways land him on Today's Game Era ballot,National Baseball Hall of Fame,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,
2df376853075db692265,1,V5DEV_108,George Steinbrenner,STATUS,1993,positive,authority_restoration,Was reinstated and returned to active control of the Yankees.,https://sabr.org/bioproj/person/george-steinbrenner/,George Steinbrenner,Society for American Baseball Research,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,
4c6801b2dc4d0dfc28dc,1,V5DEV_005,Dominique Monami,COMPETITIVE,1997,positive,tour_title_win,Won WTA singles titles in Hobart and Surabaya.,https://www.wtatennis.com/legends/130270/dominique-monami,Dominique Monami - Career Highlights,WTA,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,title
966db2410c4430f51bf8,1,V5DEV_005,Dominique Monami,COMPETITIVE,1998,positive,tour_title_win,Won the WTA singles title in Auckland.,https://www.wtatennis.com/legends/130270/dominique-monami,Dominique Monami - Career Highlights,WTA,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,title
fba3114cddb40e1698d1,1,V5DEV_005,Dominique Monami,COMPETITIVE,1999,negative,grand_slam_elimination,Was eliminated in the Australian Open quarterfinals.,https://www.wtatennis.com/legends/130270/dominique-monami/record,Dominique Monami - Record,WTA,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,title
599d0a50da488b131b38,1,V5DEV_005,Dominique Monami,COMPETITIVE,2000,positive,olympic_medal,"Won an Olympic bronze medal, which she described as her biggest tennis achievement.",https://www.wtatennis.com/legends/130270/dominique-monami,Dominique Monami - Biography,WTA,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,title
2cfa9342b745e393a051,1,V5DEV_005,Dominique Monami,COMPETITIVE,2000,negative,tour_final_loss,Finished runner-up at Eastbourne.,https://www.wtatennis.com/legends/130270/dominique-monami,Dominique Monami - Career Highlights,WTA,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,title
edd2017186e206001464,1,V5DEV_047,Imelda Marcos,PROJECT,2010,,project_about_subject,"Here Lies Love, a concept album about Imelda Marcos by David Byrne and Fatboy Slim, was released.",https://pitchfork.com/news/37378-david-byrnefatboy-slim-all-star-imelda-marcos-box-set-due,David Byrne/Fatboy Slim All-Star Imelda Marcos Box Set Due,Pitchfork,2009-12-14,high,True,Not an outcome of a project undertaken by the subject.,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,release
7f018a50c06a6959694d,1,V5DEV_093,Anne Lauvergeon,STATUS,1999,positive,ceo_accession,Was serving as Chairman and CEO of COGEMA and headed its newly created executive committee.,https://www.sa.areva.com/news-creation-dun-comite-executif-du-groupe-cogema-nouvelle-organisation-de-directions-fonctionnelles-et-nominations,Création d'un comité exécutif du Groupe COGEMA,AREVA,1999-10-21,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,office
e6eadd2ce4bc32cecacc,1,V5DEV_093,Anne Lauvergeon,STATUS,2011,negative,ceo_replacement,AREVA's board appointed Luc Oursel to replace Lauvergeon as head of the executive board after her ten-year tenure.,https://www.sa.areva.com/news-appointment-of-the-areva-executive-board,Appointment of the AREVA Executive Board,AREVA,2011-06-30,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,office
2026337f17b17a20d3a4,1,V5DEV_069,Herbie Hancock,PROJECT,1973,positive,album_breakthrough,"Head Hunters became a major crossover success, reaching No. 13 on the Billboard 200.",https://www.grammy.com/artists/herbie-hancock/9477/,Herbie Hancock - Grammy Awards and Bio,Recording Academy / GRAMMY.com,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,release
36993dda8e3a000e602c,1,V5DEV_069,Herbie Hancock,PROJECT,1983,positive,single_breakthrough,Rockit became a gold-certified breakthrough and won Hancock his first Grammy.,https://www.grammy.com/artists/herbie-hancock/9477/,Herbie Hancock - Grammy Awards and Bio,Recording Academy / GRAMMY.com,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,release
8fa77c118bcb5351c1a2,1,V5DEV_069,Herbie Hancock,PROJECT,2008,positive,album_award,River: The Joni Letters won the Grammy Award for Album of the Year.,https://www.theguardian.com/music/2017/nov/11/herbie-hancock-interview-miles-davis-buddhism-barbican-london-jazz-festival,Herbie Hancock: 'I like to discover new rules so I can break them',The Guardian,2017-11-11,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,award
a6e765ea6874d3bb8998,1,V5DEV_122,John Diebold,STATUS,1954,positive,founder_leadership_accession,"Founded his own consulting firm, which became the Diebold Group.",https://www.infoworld.com/article/2216435/automation-pioneer-john-diebold-dies-at-79.html,Automation pioneer John Diebold dies at 79,InfoWorld,2005-12-27,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,office
1e1c4aeb5a138e7c9e3c,1,V5DEV_122,John Diebold,STATUS,1961,,technology_project_success,His firm created a real-time electronic network for Bowery Savings Bank branches.,https://www.washingtonpost.com/archive/local/2005/12/29/john-diebold-dies/33933afc-18c9-46c2-b02c-25e708b7e6ad/,John Diebold Dies,The Washington Post,2005-12-28,high,True,"Outcome belongs to a project, not formal authority/status change.",research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,release
4b64dabd630c8a179734,1,V5DEV_085,Roschdy Zem,PROJECT,2006,positive,film_award,Won the Cannes Best Actor award with the ensemble of Days of Glory (Indigènes).,https://www.festival-cannes.com/en/p/roschdy-zem/,Roschdy ZEM,Festival de Cannes,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,award
805aed836126baba9009,1,V5DEV_085,Roschdy Zem,PROJECT,2020,positive,film_award,"Won the César Award for Best Actor for Roubaix, une lumière.",https://www.academie-cinema.org/personnes/179002/,Roschdy Zem - Palmarès,Académie des César,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,award
4df57310ffb9210decc0,1,V5DEV_085,Roschdy Zem,PROJECT,2006,,directorial_debut,"Directed his first feature, Mauvaise foi.",https://www.festival-cannes.com/en/p/roschdy-zem/,Roschdy ZEM,Festival de Cannes,,high,True,Release/debut alone is not an eligible PROJECT outcome.,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,
3d9b43b8398af5ca3cf5,1,V5DEV_097,Diane von Fürstenberg,STATUS,2006,positive,association_presidency,Was elected president of the Council of Fashion Designers of America (CFDA).,https://cfda.com/about/history/,CFDA History,Council of Fashion Designers of America,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,
1f1c4c97be5298fb5a12,1,V5DEV_097,Diane von Fürstenberg,STATUS,2015,positive,association_chair_accession,Transitioned from CFDA president to chairwoman.,https://cfda.com/news/madame-president-2/,Madame President,Council of Fashion Designers of America,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,office
ffdb81e48ef0ad7feaea,1,V5DEV_097,Diane von Fürstenberg,STATUS,2019,,routine_term_end,Her term as CFDA chairwoman ended in 2019.,https://cfda.com/news/madame-president-2/,Madame President,Council of Fashion Designers of America,,high,True,Routine term completion is not automatically a negative STATUS event.,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,
b1ebbe9ac91ea52ce1b2,1,V5DEV_131,Stéphane Richard,STATUS,2010,positive,ceo_accession,"Became CEO of France Telecom/Orange effective March 1, 2010.",https://www.sec.gov/Archives/edgar/data/1038143/000163462121000008/ex151.htm,Orange 2020 Universal Registration Document,Orange / SEC filing,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,office
dc07545489fcbecf92e0,1,V5DEV_131,Stéphane Richard,STATUS,2011,positive,chairman_ceo_accession,"Was appointed Chairman and Chief Executive Officer of France Telecom-Orange effective March 1, 2011.",https://www.sec.gov/Archives/edgar/data/1038143/000130817912000084/lfrancetelecom6k2011.htm,France Telecom 2011 Registration Document,France Telecom / SEC filing,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,office
f9b609940e50424b4c6c,1,V5DEV_131,Stéphane Richard,STATUS,2021,negative,ceo_resignation_accepted,Orange's board accepted Richard's resignation as chairman and CEO after his appeal-court conviction.,https://www.euronews.com/next/2021/11/24/orange-ceo,Orange to replace CEO Richard by Jan. 31,Reuters via Euronews,2021-11-24,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,office
9d69b2278d711d5d1a5f,1,V5DEV_135,Herbert Wehner,STATUS,1966,positive,ministerial_accession,Entered the federal government as Minister for All-German Affairs in the Grand Coalition.,https://www.bundestag.de/dokumente/textarchiv/alterspraesidenten-07-herbert-wehner-213730,Herbert Wehner will Gemeinsames hüten und pflegen,Deutscher Bundestag,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,office
7165330348c41b657753,1,V5DEV_135,Herbert Wehner,STATUS,1969,positive,parliamentary_leadership_accession,Became chairman of the SPD parliamentary group in the Bundestag.,https://www.spdfraktion.de/node/39855,Über eine bewegte und bewegende Amtszeit,SPD-Bundestagsfraktion,2014-10-22,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,office
889c8c8fc3e19f4168b2,1,V5DEV_135,Herbert Wehner,STATUS,1983,,retirement_from_politics,Did not stand again and left the Bundestag after the 1983 election.,https://www.bundestag.de/dokumente/textarchiv/alterspraesidenten-07-herbert-wehner-213730,Herbert Wehner will Gemeinsames hüten und pflegen,Deutscher Bundestag,,high,True,Retirement/routine exit is not automatically a negative STATUS event.,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,
41e4ff76db4c0ea2a6de,1,V5DEV_037,Sergio Caprari,COMPETITIVE,1952,negative,olympic_final_loss,Lost the Olympic featherweight final to Ján Zachara and finished runner-up.,https://www.olympedia.org/results/22529,"Featherweight (≤57 kilograms), Men",Olympedia,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,title
d45966fa9aefc414c4a6,1,V5DEV_037,Sergio Caprari,COMPETITIVE,1952,positive,olympic_medal,Won the silver medal in the men's featherweight boxing event at the Helsinki Olympics.,https://www.olympedia.org/athletes/4084,Sergio Caprari,Olympedia,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,title
c01035a25f29134976e6,1,V5DEV_037,Sergio Caprari,COMPETITIVE,1956,positive,national_title_win,Won the Italian professional featherweight title by TKO over Nello Barbadaro.,https://www.olympedia.org/athletes/4084,Sergio Caprari,Olympedia,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,title
479a76ec1b3b8aa102d1,1,V5DEV_037,Sergio Caprari,COMPETITIVE,1958,negative,continental_title_loss,Lost the European featherweight title to Gracieux Lamperti.,https://www.olympedia.org/athletes/4084,Sergio Caprari,Olympedia,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,title
c7b678529da490e4f000,1,V5DEV_037,Sergio Caprari,COMPETITIVE,1958,positive,continental_title_win,Won the European featherweight title by TKO over Jean Sneyers.,https://www.olympedia.org/athletes/4084,Sergio Caprari,Olympedia,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,title
6d61f1796b3f8638e2f0,1,V5DEV_037,Sergio Caprari,COMPETITIVE,1961,negative,world_title_challenge_loss,Lost his challenge for the World Super Featherweight title to Flash Elorde by first-round TKO.,https://www.olympedia.org/athletes/4084,Sergio Caprari,Olympedia,,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_01/V5_DEV_EVENT_BATCH_01_EVENTS_POST_REPAIR.csv,True,title
39bc43ba1023af09a4a3,2,V5DEV_006,Nathalie Simon,COMPETITIVE,1986,positive,national_title_win,Won the French windsurfing championship.,https://www.liv-cycling.com/fr/news/portrait-de-nathalie-simon-de-la-planche-a-voile-au-velo/29953,Portrait de Nathalie Simon : De la planche à voile au vélo !,Liv Cycling,2025-07-16,high,False,,research/ml/artifacts/v5_event_collection_repaired/results_post_repair/batch_02/V5_DEV_EVENT_BATCH_02_EVENTS_POST_REPAIR.csv,True,title
