event_row_id,batch_id,subject_id,name,preassigned_axis,event_year,polarity,event_type,event_description,original_source_url,manual_verification_status,event_fact_verified,polarity_mechanism_supported,event_correction_required,verified_source_url,verification_secondary_url,source_grade,verification_note,verification_protocol,verified_at_date
ac62a3466c6689abf6a3,2,V5DEV_064,Gus Van Sant,PROJECT,2007,positive,film_festival_award,'Paranoid Park' won the Cannes Film Festival's 60th Anniversary Prize.,https://www.festival-cannes.com/en/retrospective/2007/palmares/,VERIFIED_ORIGINAL,True,True,False,https://www.festival-cannes.com/en/retrospective/2007/palmares/,,PRIMARY_OR_OFFICIAL,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
38abae82deca222d1b66,2,V5DEV_089,Hans Quest,PROJECT,1962,positive,television_breakthrough,"Directed the six-part television thriller 'Das Halstuch', a major audience phenomenon with roughly nine-tenths of TV sets tuned in.",https://filmlexikon.uni-kiel.de/doku.php/strassenfeger,VERIFIED_ORIGINAL,True,True,False,https://filmlexikon.uni-kiel.de/doku.php/strassenfeger,,AUTHORITATIVE_SPECIALIST,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
45669251376995af682d,2,V5DEV_062,O. W. Fischer,PROJECT,1957,positive,film_festival_award,"'Ich suche dich', which Fischer directed and starred in, won the Silver Seashell and OCIC Award at San Sebastián.",https://www.imdb.com/title/tt0045903/awards/,VERIFIED_ALTERNATE,True,True,False,https://www.sansebastianfestival.com/1957/sections_and_films/official_section/7/50001/in,https://www.imdb.com/title/tt0045903/awards/,PRIMARY_OR_OFFICIAL,San Sebastian official archive confirms Ich suche dich / Otto Wilhelm Fischer and the Silver Shell; the original awards page corroborates the additional OCIC award.,V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
db7a04a261f3f86b91e7,2,V5DEV_155,Gerhard Stoltenberg,STATUS,1992,negative,ministerial_resignation,Resigned as Federal Minister of Defence and was formally released from office after taking responsibility for an unauthorized tank shipment to Turkey.,https://www.bundesregierung.de/breg-de/service/newsletter-und-abos/bulletin/zum-wechsel-im-amt-des-bundesministers-der-verteidigung-erklaerung-des-bundesministers-der-verteidigung-789114,VERIFIED_ORIGINAL,True,True,False,https://www.bundesregierung.de/breg-de/service/newsletter-und-abos/bulletin/zum-wechsel-im-amt-des-bundesministers-der-verteidigung-erklaerung-des-bundesministers-der-verteidigung-789114,,PRIMARY_OR_OFFICIAL,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
2e96ae7377ba09acf877,2,V5DEV_035,Benoît Paire,COMPETITIVE,2013,negative,tour_final_loss,Reached the Montpellier ATP singles final but finished runner-up.,https://www.atptour.com/en/players/Beno%C3%AEt_Paire/PD31/bio,VERIFIED_ORIGINAL,True,True,False,https://www.atptour.com/en/players/Beno%C3%AEt_Paire/PD31/bio,,PRIMARY_OR_OFFICIAL,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
862894e3d2c7be4b6bbc,2,V5DEV_035,Benoît Paire,COMPETITIVE,2015,negative,tour_final_loss,"Lost the Tokyo ATP final to Stan Wawrinka, described by ATP as the biggest of his career finals.",https://www.atptour.com/en/players/Beno%C3%AEt_Paire/PD31/bio,VERIFIED_ORIGINAL,True,True,False,https://www.atptour.com/en/players/Beno%C3%AEt_Paire/PD31/bio,,PRIMARY_OR_OFFICIAL,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
00fe88aef934cf65d52f,2,V5DEV_035,Benoît Paire,COMPETITIVE,2015,positive,tour_title_win,Won his first ATP Tour singles title at Bastad.,https://www.atptour.com/en/players/Beno%C3%AEt_Paire/PD31/bio,VERIFIED_ORIGINAL,True,True,False,https://www.atptour.com/en/players/Beno%C3%AEt_Paire/PD31/bio,,PRIMARY_OR_OFFICIAL,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
6e01eee3ae11cf7b172b,2,V5DEV_035,Benoît Paire,COMPETITIVE,2019,positive,tour_title_win,Won the ATP Tour singles title in Marrakech.,https://www.atptour.com/en/scores/results-archive?year=2019,VERIFIED_ORIGINAL,True,True,False,https://www.atptour.com/en/scores/results-archive?year=2019,,PRIMARY_OR_OFFICIAL,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
8ca29d9a145472ec4a5b,3,V5DEV_020,Franck Ribéry,COMPETITIVE,2006,negative,world_cup_final_loss,France finished runner-up to Italy at the 2006 FIFA World Cup.,https://www.fifa.com/fr/tournaments/mens/worldcup/articles/vainqueurs-coupe-du-monde-de-la-fifa-1982-2026,VERIFIED_ALTERNATE,True,True,False,https://www.fifa.com/fr/tournaments/mens/worldcup/articles/du-monde-amateur-a-la-coupe-du-monde,,PRIMARY_OR_OFFICIAL,FIFA page includes the full Italy-France 2006 final context and identifies Ribery's World Cup career; the event fact is independently corroborated.,V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
66c339f0230960e9b774,3,V5DEV_020,Franck Ribéry,COMPETITIVE,2012,negative,champions_league_final_loss,Bayern Munich lost the UEFA Champions League final to Chelsea on penalties; Ribéry started the match.,https://www.uefa.com/uefachampionsleague/news/0250-0c50fb78a384-1434bbcadbcb-1000/,VERIFIED_ORIGINAL,True,True,False,https://www.uefa.com/uefachampionsleague/news/0250-0c50fb78a384-1434bbcadbcb-1000/,https://www.uefa.com/uefachampionsleague/news/0250-0c50fb78a384-1434bbcadbcb-1000/,PRIMARY_OR_OFFICIAL,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
bbb9fcf9d2b88e5c249d,3,V5DEV_020,Franck Ribéry,COMPETITIVE,2013,positive,champions_league_win,Won the UEFA Champions League with Bayern Munich after the club defeated Borussia Dortmund in the final.,https://www.uefa.com/uefachampionsleague/news/0250-0c50ff8665cc-fbdab9fa6ee6-1000/,VERIFIED_ORIGINAL,True,True,False,https://www.uefa.com/uefachampionsleague/news/0250-0c50ff8665cc-fbdab9fa6ee6-1000/,https://www.uefa.com/uefachampionsleague/news/025e-0f9db49ce20f-6377a00b8d0f-1000--champions-league-classics-dortmund-1-2-bayern-2013/,PRIMARY_OR_OFFICIAL,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
630e65951a327d4b8deb,3,V5DEV_081,Pasquale Squitieri,PROJECT,1988,positive,festival_award,'Gli invisibili' won the New Cinema Award at the Venice Film Festival.,https://www.imdb.com/fr-ca/name/nm0820155/awards/,VERIFIED_ORIGINAL,True,True,False,https://www.imdb.com/fr-ca/name/nm0820155/awards/,,AUTHORITATIVE_SPECIALIST,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
1e2db99c9292e3a4fd0e,3,V5DEV_094,Emma Marcegaglia,STATUS,2008,positive,association_presidency,"Became president of Confindustria, the first woman to lead the association.",https://www.confindustria.it/storia/presidenti/,VERIFIED_ORIGINAL,True,True,False,https://www.confindustria.it/storia/presidenti/,,PRIMARY_OR_OFFICIAL,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
98e2ecd6a8d3a19964f7,3,V5DEV_088,Jean Harlow,PROJECT,1932,positive,film_breakthrough_success,'Red Dust' cemented Harlow's star status and was a major successful pairing with Clark Gable.,https://www.tcm.com/articles/1141/red-dust,VERIFIED_ORIGINAL,True,True,False,https://www.tcm.com/articles/1141/red-dust,,REPUTABLE_REFERENCE_OR_ORIGINAL,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
cc7b433b11532171c2b7,3,V5DEV_109,Alain Poher,STATUS,1969,negative,presidential_election_loss,Lost the second round of the French presidential election to Georges Pompidou.,https://www.legifrance.gouv.fr/juri/id/CONSTEXT000017665495,VERIFIED_ORIGINAL,True,True,False,https://www.legifrance.gouv.fr/juri/id/CONSTEXT000017665495,,PRIMARY_OR_OFFICIAL,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
ad7a2c068a5e5f25db0c,3,V5DEV_057,Cédric Klapisch,PROJECT,1989,positive,short_film_festival_success,'Ce qui me meut' was awarded at multiple festivals and nominated for a César.,https://www.festival-cannes.com/en/p/cedric-klapisch/,VERIFIED_ORIGINAL,True,True,False,https://www.festival-cannes.com/en/p/cedric-klapisch/,,PRIMARY_OR_OFFICIAL,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
d0acd4d45cae3628636f,3,V5DEV_057,Cédric Klapisch,PROJECT,1996,positive,film_breakthrough_success,'Chacun cherche son chat' and 'Un air de famille' established Klapisch's success with enthusiastic public and critical reception.,https://www.festival-cannes.com/en/p/cedric-klapisch/,VERIFIED_ORIGINAL,True,True,False,https://www.festival-cannes.com/en/p/cedric-klapisch/,,PRIMARY_OR_OFFICIAL,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
57f885ac0c787aed1ac6,3,V5DEV_057,Cédric Klapisch,PROJECT,2003,positive,major_award_nominations,'L'Auberge espagnole' received César nominations for Best Director and Best Original Screenplay/Adaptation.,https://www.unifrance.org/annuaires/personne/6732/cedric-klapisch,VERIFIED_ORIGINAL,True,True,False,https://www.unifrance.org/annuaires/personne/6732/cedric-klapisch,,AUTHORITATIVE_SPECIALIST,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
549f8820171b1a4de062,3,V5DEV_111,Derek Shulman,STATUS,1988,positive,record_label_president_ceo,Became President and CEO of Atco Records.,https://www.frontiers.it/news/10435,VERIFIED_ORIGINAL,True,True,False,https://www.frontiers.it/news/10435,,REPUTABLE_REFERENCE_OR_ORIGINAL,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
7af8031a5b42abcbdfa6,3,V5DEV_038,Guy Forget,COMPETITIVE,1986,negative,season_final_runner_up,Finished runner-up in the year-end ATP doubles championship with Yannick Noah.,https://www.atptour.com/players/guy-forget/f035/bio,VERIFIED_ORIGINAL,True,True,False,https://www.atptour.com/players/guy-forget/f035/bio,,PRIMARY_OR_OFFICIAL,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
03360f2f5b9e4a7e37f5,3,V5DEV_038,Guy Forget,COMPETITIVE,1990,positive,season_final_title_win,Won the year-end ATP doubles championship with Jakob Hlasek.,https://www.atptour.com/players/guy-forget/f035/bio,VERIFIED_ORIGINAL,True,True,False,https://www.atptour.com/players/guy-forget/f035/bio,,PRIMARY_OR_OFFICIAL,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
14d3a7a66d2bc57c07ed,3,V5DEV_038,Guy Forget,COMPETITIVE,1991,negative,grand_slam_quarterfinal_loss,Lost in the Australian Open singles quarterfinal to Boris Becker.,https://www.atptour.com/players/guy-forget/f035/bio,VERIFIED_ORIGINAL,True,True,False,https://www.atptour.com/players/guy-forget/f035/bio,,PRIMARY_OR_OFFICIAL,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
e0de8b48e3ee3351d47b,3,V5DEV_038,Guy Forget,COMPETITIVE,1991,negative,grand_slam_quarterfinal_loss,Lost in the Wimbledon singles quarterfinal to Boris Becker.,https://www.atptour.com/players/guy-forget/f035/bio,VERIFIED_ORIGINAL,True,True,False,https://www.atptour.com/players/guy-forget/f035/bio,,PRIMARY_OR_OFFICIAL,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
729910894638cf068e88,3,V5DEV_038,Guy Forget,COMPETITIVE,1991,positive,davis_cup_title_win,"Helped France win the Davis Cup, winning the doubles rubber and the decisive singles rubber against Pete Sampras in the final.",https://www.atptour.com/players/guy-forget/f035/bio,VERIFIED_ORIGINAL,True,True,False,https://www.atptour.com/players/guy-forget/f035/bio,,PRIMARY_OR_OFFICIAL,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
886c87dc002c4b1ed747,3,V5DEV_038,Guy Forget,COMPETITIVE,1996,positive,davis_cup_title_win,"Helped France win the Davis Cup, winning the doubles rubber with Guillaume Raoux in the final against Sweden.",https://www.atptour.com/players/guy-forget/f035/bio,VERIFIED_ORIGINAL,True,True,False,https://www.atptour.com/players/guy-forget/f035/bio,,PRIMARY_OR_OFFICIAL,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
88370e2d3fd986e7ba0c,4,V5DEV_059,Gerry Rafferty,PROJECT,1978,positive,album_breakthrough,"City to City became a worldwide commercial breakthrough, selling more than 5.5 million copies and producing the hit 'Baker Street'.",https://www.gerryrafferty.com/city-to-city,VERIFIED_ORIGINAL,True,True,False,https://www.gerryrafferty.com/city-to-city,,REPUTABLE_REFERENCE_OR_ORIGINAL,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
557769971b2497cdaa6a,4,V5DEV_031,Harold Gomes,COMPETITIVE,1959,positive,world_title_win,Defeated Paul Jorgensen by unanimous decision to win the vacant world super-featherweight title.,https://boxrec.com/wiki/index.php/NBA_World_Super_Featherweight_Title_Fights,VERIFIED_ORIGINAL,True,True,False,https://boxrec.com/wiki/index.php/NBA_World_Super_Featherweight_Title_Fights,,AUTHORITATIVE_SPECIALIST,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
8e23a6fa52ccbbf3e806,4,V5DEV_042,Luc Besson,PROJECT,1983,positive,film_festival_awards,Le Dernier Combat won the Grand Jury Prize and Critics' Prize at the Avoriaz festival.,https://www.festival-cannes.com/p/luc-besson/,VERIFIED_ORIGINAL,True,True,False,https://www.festival-cannes.com/p/luc-besson/,,PRIMARY_OR_OFFICIAL,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
8e0d9c0305882a150157,4,V5DEV_042,Luc Besson,PROJECT,1985,positive,film_public_success,Subway became a public success and earned a César acting win for Christophe Lambert.,https://www.festival-cannes.com/p/luc-besson/,VERIFIED_ORIGINAL,True,True,False,https://www.festival-cannes.com/p/luc-besson/,,PRIMARY_OR_OFFICIAL,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
38f1903b8a14e2f6ba48,4,V5DEV_042,Luc Besson,PROJECT,1988,positive,film_breakthrough_success,Le Grand Bleu opened Cannes and went on to become a defining generational success in France.,https://www.festival-cannes.com/p/luc-besson/,VERIFIED_ORIGINAL,True,True,False,https://www.festival-cannes.com/p/luc-besson/,,PRIMARY_OR_OFFICIAL,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
81730aa9619ec109309e,4,V5DEV_042,Luc Besson,PROJECT,1999,negative,commercial_underperformance,The Messenger: The Story of Joan of Arc grossed less worldwide than its reported production budget.,https://www.boxofficemojo.com/title/tt0151137/,VERIFIED_ORIGINAL,True,True,False,https://www.boxofficemojo.com/title/tt0151137/,,AUTHORITATIVE_SPECIALIST,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
112ce939a17dd15327bb,5,V5DEV_040,Cédric Pioline,COMPETITIVE,1993,negative,grand_slam_final_loss,Reached the US Open singles final and lost to Pete Sampras.,https://www.atptour.com/en/scores/archive/us-open/560/1993/results?matchType=singles,VERIFIED_ORIGINAL,True,True,False,https://www.atptour.com/en/scores/archive/us-open/560/1993/results?matchType=singles,,PRIMARY_OR_OFFICIAL,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
4ca16692c34fe4fff3c4,5,V5DEV_040,Cédric Pioline,COMPETITIVE,1997,negative,grand_slam_final_loss,Reached the Wimbledon singles final and finished runner-up.,https://www.atptour.com/en/scores/archive/wimbledon/540/1997/results,VERIFIED_ORIGINAL,True,True,False,https://www.atptour.com/en/scores/archive/wimbledon/540/1997/results,,PRIMARY_OR_OFFICIAL,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
17f01a239c4de8e3d517,5,V5DEV_040,Cédric Pioline,COMPETITIVE,2000,positive,masters_title_win,Won the Monte-Carlo Masters singles title.,https://www.atptour.com/en/scores/results-archive?tournamentType=1000&year=2000,VERIFIED_ORIGINAL,True,True,False,https://www.atptour.com/en/scores/results-archive?tournamentType=1000&year=2000,,PRIMARY_OR_OFFICIAL,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
98dd5a081da631fd9550,5,V5DEV_011,Guillaume Raoux,COMPETITIVE,1996,negative,olympic_first_round_loss,Lost in the first round of Olympic doubles with Arnaud Boetsch to the eventual gold medalists.,https://www.atptour.com/en/players/guillaume-raoux/r186/bio,VERIFIED_ORIGINAL,True,True,False,https://www.atptour.com/en/players/guillaume-raoux/r186/bio,,PRIMARY_OR_OFFICIAL,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
2b3d3fa051639061e0f8,5,V5DEV_011,Guillaume Raoux,COMPETITIVE,1996,positive,davis_cup_title_win,"Helped France win the Davis Cup, compiling a 3-0 doubles record during the title run.",https://www.atptour.com/en/players/guillaume-raoux/r186/bio,VERIFIED_ORIGINAL,True,True,False,https://www.atptour.com/en/players/guillaume-raoux/r186/bio,,PRIMARY_OR_OFFICIAL,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
b2b388071058ae6b7f65,5,V5DEV_011,Guillaume Raoux,COMPETITIVE,1997,negative,tour_final_loss,Reached the Rosmalen singles final as a qualifier and lost to Richard Krajicek.,https://www.atptour.com/en/players/guillaume-raoux/r186/bio,VERIFIED_ORIGINAL,True,True,False,https://www.atptour.com/en/players/guillaume-raoux/r186/bio,,PRIMARY_OR_OFFICIAL,"Independent manual web verification confirmed the subject, event year, event fact, and the coded direction. The original source or its indexed/manual representation supports the row; no event-field correction is required.",V5_MANUAL_SOURCE_BACKFILL_V1,2026-08-17
