repeat,fold,selection_method,feature,family,value,selection_frequency
0,0,ELASTICNET_AUTO,relation__sw_dw_branch_clash,relation,-0.18365810746855404,
0,0,ELASTICNET_AUTO,relation__sw_dw_branch_combine,relation,0.10564993706829946,
0,0,ELASTICNET_AUTO,relation__sw_dw_branch_harm,relation,0.582887633200213,
0,0,ELASTICNET_AUTO,relation__sw_dw_stem_clash,relation,0.3664494481591116,
0,0,ELASTICNET_AUTO,relation__sw_stem_clash_natal,relation,0.3579981452906624,
0,0,ELASTICNET_AUTO,relation__sw_stem_combine_natal,relation,1.383218600966294,
0,0,ELASTICNET_AUTO,shinsal__dw_gongmang_rel,shinsal,-0.22883748575364732,
0,0,ELASTICNET_AUTO,shinsal__dw_gongmang_trine,shinsal,-0.1566843021453217,
0,0,ELASTICNET_AUTO,shinsal__dw_gongmang_unseong,shinsal,-0.10136918274061041,
0,0,ELASTICNET_AUTO,shinsal__dw_gongmang_yfit_branch,shinsal,-0.04498175435295808,
0,0,ELASTICNET_AUTO,shinsal__dw_신살_길신__count,shinsal,-0.7693744202308079,
0,0,ELASTICNET_AUTO,shinsal__dw_신살_길신__록신_,shinsal,0.0381493766505918,
0,0,ELASTICNET_AUTO,shinsal__dw_신살_길신__문창귀인_,shinsal,-1.1183081704556834,
0,0,ELASTICNET_AUTO,shinsal__dw_신살_길신__장성_,shinsal,-0.340186922269783,
0,0,ELASTICNET_AUTO,shinsal__dw_신살_길신__천을귀인_,shinsal,-0.8457435985561196,
0,0,ELASTICNET_AUTO,shinsal__dw_신살_길신__천희_,shinsal,-1.515805707629802,
0,0,ELASTICNET_AUTO,shinsal__dw_신살_길신__홍란_,shinsal,-0.554804297454935,
0,0,ELASTICNET_AUTO,shinsal__dw_신살_흉살__count,shinsal,-0.45484079075972433,
0,0,ELASTICNET_AUTO,shinsal__dw_신살_흉살__과숙_,shinsal,-1.492630518394528,
0,0,ELASTICNET_AUTO,shinsal__dw_신살_흉살__양인_,shinsal,-0.152077913283016,
0,0,ELASTICNET_AUTO,shinsal__sw_세운_신살_길신__count,shinsal,0.06265460382223505,
0,0,ELASTICNET_AUTO,shinsal__sw_세운_신살_길신__문창귀인_,shinsal,0.3200689631238647,
0,0,ELASTICNET_AUTO,shinsal__sw_세운_신살_길신__반안_,shinsal,0.25323972930985506,
0,0,ELASTICNET_AUTO,shinsal__sw_세운_신살_길신__장성_,shinsal,-0.7419784185668525,
0,0,ELASTICNET_AUTO,shinsal__sw_세운_신살_길신__천희_,shinsal,-1.0008841379087416,
0,0,ELASTICNET_AUTO,shinsal__sw_세운_신살_길신__홍란_,shinsal,0.15153181726559242,
0,0,ELASTICNET_AUTO,shinsal__sw_세운_신살_길신__화개_,shinsal,0.25323972930985506,
0,0,ELASTICNET_AUTO,shinsal__sw_세운_신살_흉살__과숙_,shinsal,0.11334837256745153,
0,0,ELASTICNET_AUTO,shinsal__sw_세운_신살_흉살__도화_,shinsal,-0.20696775823354868,
0,0,ELASTICNET_AUTO,shinsal__sw_세운_신살_흉살__망신_,shinsal,-0.5232062848486828,
0,0,ELASTICNET_AUTO,shinsal__sw_세운_신살_흉살__양인_,shinsal,0.353185871027537,
0,0,ELASTICNET_AUTO,shinsal__sw_세운_신살_흉살__역마_,shinsal,0.7362054409571873,
0,0,ELASTICNET_AUTO,tengod__dw_group_officer,tengod,0.16516239263704227,
0,0,ELASTICNET_AUTO,tengod__dw_group_output,tengod,-1.0709337043571014,
0,0,ELASTICNET_AUTO,tengod__dw_group_peer,tengod,0.47105859788387316,
0,0,ELASTICNET_AUTO,tengod__dw_group_resource,tengod,-0.33620623183874804,
0,0,ELASTICNET_AUTO,tengod__dw_group_wealth,tengod,0.07606155300961921,
0,0,ELASTICNET_AUTO,tengod__sw_group_output,tengod,-0.6560654545169472,
0,0,ELASTICNET_AUTO,tengod__sw_group_peer,tengod,0.30820720059211,
0,0,ELASTICNET_AUTO,tengod__sw_group_resource,tengod,0.6895379135694008,
0,0,ELASTICNET_AUTO,tengod__sw_group_wealth,tengod,-0.1446923494983363,
0,0,ELASTICNET_AUTO,unseong__dw_score_x_strength,unseong,0.340571677609798,
0,0,ELASTICNET_AUTO,unseong__dw_state_건록,unseong,0.0381493766505918,
0,0,ELASTICNET_AUTO,unseong__dw_state_관대,unseong,0.15809158335552326,
0,0,ELASTICNET_AUTO,unseong__dw_state_목욕,unseong,-0.45210098820518885,
0,0,ELASTICNET_AUTO,unseong__dw_state_묘,unseong,0.5651288911522535,
0,0,ELASTICNET_AUTO,unseong__dw_state_병,unseong,0.3841920521973091,
0,0,ELASTICNET_AUTO,unseong__dw_state_양,unseong,-0.6552893117441481,
0,0,ELASTICNET_AUTO,unseong__dw_state_장생,unseong,0.4867409583951235,
0,0,ELASTICNET_AUTO,unseong__dw_state_절,unseong,0.5926778869962797,
0,0,ELASTICNET_AUTO,unseong__dw_state_제왕,unseong,-0.152077913283016,
0,0,ELASTICNET_AUTO,unseong__dw_state_태,unseong,-0.6358277777706033,
0,0,ELASTICNET_AUTO,unseong__sw_raw_score,unseong,0.46431247494065303,
0,0,ELASTICNET_AUTO,unseong__sw_score_x_strength,unseong,0.22750589283131348,
0,0,ELASTICNET_AUTO,unseong__sw_state_관대,unseong,0.5307337699173953,
0,0,ELASTICNET_AUTO,unseong__sw_state_목욕,unseong,-0.4497504575920958,
0,0,ELASTICNET_AUTO,unseong__sw_state_묘,unseong,-0.6214085922504987,
0,0,ELASTICNET_AUTO,unseong__sw_state_사,unseong,-0.03898880586840363,
0,0,ELASTICNET_AUTO,unseong__sw_state_쇠,unseong,0.017585689654329845,
0,0,ELASTICNET_AUTO,unseong__sw_state_양,unseong,0.8477943183527183,
0,0,ELASTICNET_AUTO,unseong__sw_state_장생,unseong,-0.13731033208707624,
0,0,ELASTICNET_AUTO,unseong__sw_state_절,unseong,0.0023995939202289436,
0,0,ELASTICNET_AUTO,unseong__sw_state_제왕,unseong,0.353185871027537,
0,0,ELASTICNET_AUTO,unseong__sw_state_태,unseong,-0.28120900009267463,
0,0,ELASTICNET_AUTO,yongshin__dw_gi_fit,yongshin,0.7949083278213472,
0,0,ELASTICNET_AUTO,yongshin__dw_gu_fit,yongshin,0.20525934793003764,
0,0,ELASTICNET_AUTO,yongshin__dw_supplies_unfav,yongshin,-0.11112871872096891,
0,0,ELASTICNET_AUTO,yongshin__dw_yong_fit,yongshin,0.059152605525247176,
0,0,ELASTICNET_AUTO,yongshin__dw_yong_stem_fit,yongshin,0.050698836849120424,
0,0,ELASTICNET_AUTO,yongshin__sw_gi_fit,yongshin,-0.9422373935342094,
0,0,ELASTICNET_AUTO,yongshin__sw_gu_fit,yongshin,0.04433971982907054,
0,0,ELASTICNET_AUTO,yongshin__sw_hee_fit,yongshin,-0.7716162771999993,
0,0,ELASTICNET_AUTO,yongshin__sw_yong_branch_fit,yongshin,-0.13300251881277414,
0,0,ELASTICNET_AUTO,yongshin__sw_yong_fit,yongshin,-1.3335802353966726,
0,0,ELASTICNET_AUTO,yongshin__sw_yong_stem_fit,yongshin,-0.9757679309686942,
0,0,STABILITY_SELECTED,relation__sw_stem_combine_natal,relation,,1.0
0,0,STABILITY_SELECTED,shinsal__dw_신살_흉살__과숙_,shinsal,,1.0
0,0,STABILITY_SELECTED,unseong__sw_state_양,unseong,,1.0
0,0,STABILITY_SELECTED,basic__dw_stem_甲,basic,,1.0
0,0,STABILITY_SELECTED,shinsal__dw_신살_길신__천희_,shinsal,,0.96
0,0,STABILITY_SELECTED,unseong__sw_state_묘,unseong,,0.96
0,0,STABILITY_SELECTED,unseong__sw_raw_score,unseong,,0.96
0,0,STABILITY_SELECTED,shinsal__sw_세운_신살_흉살__양인_,shinsal,,0.96
0,0,STABILITY_SELECTED,unseong__sw_state_제왕,unseong,,0.96
0,0,STABILITY_SELECTED,yongshin__sw_yong_fit,yongshin,,0.92
0,0,STABILITY_SELECTED,tengod__sw_group_resource,tengod,,0.92
0,0,STABILITY_SELECTED,basic__dw_branch_戌,basic,,0.92
0,0,STABILITY_SELECTED,tengod__sw_group_output,tengod,,0.92
0,0,STABILITY_SELECTED,shinsal__dw_신살_길신__count,shinsal,,0.92
0,0,STABILITY_SELECTED,relation__sw_dw_branch_harm,relation,,0.92
0,0,STABILITY_SELECTED,unseong__sw_state_관대,unseong,,0.92
0,0,STABILITY_SELECTED,basic__dw_stem_壬,basic,,0.88
0,0,STABILITY_SELECTED,yongshin__sw_gi_fit,yongshin,,0.88
0,0,STABILITY_SELECTED,tengod__dw_group_output,tengod,,0.84
0,0,STABILITY_SELECTED,unseong__dw_state_장생,unseong,,0.84
0,0,STABILITY_SELECTED,basic__dw_branch_申,basic,,0.84
0,0,STABILITY_SELECTED,shinsal__dw_신살_길신__홍란_,shinsal,,0.84
0,0,STABILITY_SELECTED,basic__sw_branch_子,basic,,0.84
0,0,STABILITY_SELECTED,basic__dw_element_water,basic,,0.8
0,0,STABILITY_SELECTED,yongshin__sw_yong_stem_fit,yongshin,,0.8
0,0,STABILITY_SELECTED,yongshin__dw_gi_fit,yongshin,,0.8
0,0,STABILITY_SELECTED,tengod__sw_group_peer,tengod,,0.8
0,0,STABILITY_SELECTED,unseong__dw_state_절,unseong,,0.8
0,0,STABILITY_SELECTED,relation__sw_branch_combine_natal,relation,,0.8
0,0,STABILITY_SELECTED,shinsal__sw_세운_신살_길신__천희_,shinsal,,0.76
0,0,STABILITY_SELECTED,shinsal__sw_세운_신살_길신__장성_,shinsal,,0.76
0,0,STABILITY_SELECTED,basic__sw_stem_庚,basic,,0.76
0,0,STABILITY_SELECTED,relation__sw_branch_break_natal,relation,,0.76
0,0,STABILITY_SELECTED,relation__sw_dw_branch_punish,relation,,0.76
0,0,STABILITY_SELECTED,relation__sw_stem_clash_natal,relation,,0.76
0,0,STABILITY_SELECTED,shinsal__dw_breakdown_scalar,shinsal,,0.76
0,0,STABILITY_SELECTED,basic__sw_stem_丙,basic,,0.76
0,0,STABILITY_SELECTED,shinsal__dw_신살_길신__문창귀인_,shinsal,,0.72
0,0,STABILITY_SELECTED,relation__dw_stem_clash_natal,relation,,0.72
0,0,STABILITY_SELECTED,unseong__dw_state_병,unseong,,0.72
0,1,ELASTICNET_AUTO,basic__dw_branch_午,basic,-0.0014005228469337252,
0,1,ELASTICNET_AUTO,basic__dw_element_wood,basic,0.24376461715689166,
0,1,ELASTICNET_AUTO,basic__dw_stem_甲,basic,0.12031005854738039,
0,1,ELASTICNET_AUTO,basic__sw_element_metal,basic,-0.09096113183566405,
0,1,ELASTICNET_AUTO,basic__sw_stem_庚,basic,-0.05380315739161942,
0,1,ELASTICNET_AUTO,relation__dw_branch_harm_natal,relation,-0.08164703418637577,
0,1,ELASTICNET_AUTO,relation__sw_branch_combine_natal,relation,0.14594841269837788,
0,1,ELASTICNET_AUTO,relation__sw_dw_branch_break,relation,-0.024967012554341344,
0,1,ELASTICNET_AUTO,shinsal__dw_gongmang_is_gongmang,shinsal,-0.13392488804646968,
0,1,ELASTICNET_AUTO,shinsal__dw_신살_길신__천희_,shinsal,-0.10485560972726692,
0,1,ELASTICNET_AUTO,shinsal__dw_신살_흉살__고진_,shinsal,-0.03364719136741681,
0,1,ELASTICNET_AUTO,shinsal__dw_신살_흉살__과숙_,shinsal,-0.11132740248142271,
0,1,ELASTICNET_AUTO,shinsal__dw_신살_흉살__도화_,shinsal,-0.04132267695907474,
0,1,ELASTICNET_AUTO,shinsal__sw_세운_신살_길신__장성_,shinsal,-0.08919018118613921,
0,1,ELASTICNET_AUTO,shinsal__sw_세운_신살_길신__천을귀인_,shinsal,0.2189511150293699,
0,1,ELASTICNET_AUTO,shinsal__sw_세운_신살_흉살__양인_,shinsal,0.07948804902882359,
0,1,ELASTICNET_AUTO,tengod__sw_group_output,tengod,-0.19327031823781063,
0,1,ELASTICNET_AUTO,tengod__sw_group_resource,tengod,0.060359415736401766,
0,1,ELASTICNET_AUTO,unseong__dw_score_x_strength,unseong,-0.2028910093485,
0,1,ELASTICNET_AUTO,unseong__dw_state_장생,unseong,0.08551912325804326,
0,1,ELASTICNET_AUTO,unseong__sw_raw_score,unseong,0.04671868309180467,
0,1,ELASTICNET_AUTO,unseong__sw_state_묘,unseong,-0.01622910490009549,
0,1,ELASTICNET_AUTO,unseong__sw_state_사,unseong,-0.028295382893656865,
0,1,ELASTICNET_AUTO,unseong__sw_state_양,unseong,0.12291965148728258,
0,1,ELASTICNET_AUTO,unseong__sw_state_제왕,unseong,0.07948804902882359,
0,1,ELASTICNET_AUTO,yongshin__dw_hee_fit,yongshin,-0.07654824200927794,
0,1,ELASTICNET_AUTO,yongshin__sw_yong_fit,yongshin,-0.01968069910006377,
0,1,STABILITY_SELECTED,shinsal__sw_세운_신살_길신__천을귀인_,shinsal,,0.88
0,1,STABILITY_SELECTED,tengod__sw_group_output,tengod,,0.84
0,1,STABILITY_SELECTED,relation__sw_branch_combine_natal,relation,,0.76
0,1,STABILITY_SELECTED,basic__dw_stem_甲,basic,,0.76
0,1,STABILITY_SELECTED,shinsal__sw_세운_신살_흉살__양인_,shinsal,,0.76
0,1,STABILITY_SELECTED,unseong__sw_state_제왕,unseong,,0.76
0,1,STABILITY_SELECTED,basic__dw_element_wood,basic,,0.68
0,1,STABILITY_SELECTED,unseong__dw_score_x_strength,unseong,,0.64
0,1,STABILITY_SELECTED,basic__sw_stem_庚,basic,,0.64
0,1,STABILITY_SELECTED,unseong__sw_state_양,unseong,,0.6
0,1,STABILITY_SELECTED,shinsal__dw_신살_길신__천희_,shinsal,,0.6
0,2,ELASTICNET_AUTO,basic__dw_stem_甲,basic,0.3238134852259158,
0,2,ELASTICNET_AUTO,basic__dw_stem_癸,basic,-0.09288598242999338,
0,2,ELASTICNET_AUTO,basic__sw_stem_庚,basic,-0.014603214288598662,
0,2,ELASTICNET_AUTO,relation__dw_branch_punish_natal,relation,0.016441283127319233,
0,2,ELASTICNET_AUTO,shinsal__dw_신살_길신__홍란_,shinsal,-0.06545996497587085,
0,2,ELASTICNET_AUTO,shinsal__dw_신살_흉살__고진_,shinsal,-0.08295505855930763,
0,2,ELASTICNET_AUTO,shinsal__dw_신살_흉살__과숙_,shinsal,-0.20021937399327353,
0,2,ELASTICNET_AUTO,shinsal__sw_세운_신살_길신__장성_,shinsal,-0.06221411727327063,
0,2,ELASTICNET_AUTO,shinsal__sw_세운_신살_길신__천을귀인_,shinsal,0.007689808810433534,
0,2,ELASTICNET_AUTO,shinsal__sw_세운_신살_길신__천희_,shinsal,-0.003604709466287395,
0,2,ELASTICNET_AUTO,shinsal__sw_세운_신살_흉살__양인_,shinsal,0.07217045108880119,
0,2,ELASTICNET_AUTO,tengod__dw_group_output,tengod,-0.11671828932643655,
0,2,ELASTICNET_AUTO,tengod__dw_group_peer,tengod,0.05418718820420529,
0,2,ELASTICNET_AUTO,tengod__sw_group_output,tengod,-0.17349692473329492,
0,2,ELASTICNET_AUTO,tengod__sw_group_resource,tengod,0.22971008014972605,
0,2,ELASTICNET_AUTO,unseong__dw_score_x_strength,unseong,-0.01396280020847582,
0,2,ELASTICNET_AUTO,unseong__sw_state_묘,unseong,-0.02354769739218767,
0,2,ELASTICNET_AUTO,unseong__sw_state_제왕,unseong,0.07217045108880119,
0,2,ELASTICNET_AUTO,yongshin__sw_supplies_fav,yongshin,-0.01910124173860273,
0,2,STABILITY_SELECTED,shinsal__dw_신살_흉살__과숙_,shinsal,,0.88
0,2,STABILITY_SELECTED,tengod__sw_group_resource,tengod,,0.84
0,2,STABILITY_SELECTED,tengod__sw_group_output,tengod,,0.68
0,2,STABILITY_SELECTED,basic__dw_stem_甲,basic,,0.68
0,2,STABILITY_SELECTED,tengod__dw_group_output,tengod,,0.6
0,3,ELASTICNET_AUTO,basic__dw_branch_卯,basic,0.025992726884157717,
0,3,ELASTICNET_AUTO,basic__dw_stem_壬,basic,-0.010105465255845417,
0,3,ELASTICNET_AUTO,basic__dw_stem_甲,basic,0.12297839819711462,
0,3,ELASTICNET_AUTO,basic__sw_branch_申,basic,0.03461695305498574,
0,3,ELASTICNET_AUTO,basic__sw_element_fire,basic,0.01784509697563061,
0,3,ELASTICNET_AUTO,basic__sw_element_metal,basic,-0.08625610390100233,
0,3,ELASTICNET_AUTO,relation__dw_branch_break_natal,relation,0.13983554780250532,
0,3,ELASTICNET_AUTO,relation__dw_stem_clash_natal,relation,0.1040909104866586,
0,3,ELASTICNET_AUTO,relation__dw_stem_combine_natal,relation,-0.10843203430645085,
0,3,ELASTICNET_AUTO,relation__sw_dw_stem_combine,relation,0.030188800903945417,
0,3,ELASTICNET_AUTO,shinsal__dw_신살_길신__count,shinsal,-0.1732994918197001,
0,3,ELASTICNET_AUTO,shinsal__dw_신살_길신__홍란_,shinsal,-0.0023577174013198515,
0,3,ELASTICNET_AUTO,shinsal__dw_신살_흉살__고진_,shinsal,-0.04393536862293966,
0,3,ELASTICNET_AUTO,shinsal__dw_신살_흉살__과숙_,shinsal,-0.08758149455817271,
0,3,ELASTICNET_AUTO,shinsal__sw_세운_신살_길신__장성_,shinsal,-0.034010036929532333,
0,3,ELASTICNET_AUTO,shinsal__sw_세운_신살_흉살__양인_,shinsal,0.03652339809519523,
0,3,ELASTICNET_AUTO,tengod__dw_group_output,tengod,-0.22897135445414069,
0,3,ELASTICNET_AUTO,tengod__sw_group_output,tengod,-0.11866448005145842,
0,3,ELASTICNET_AUTO,unseong__dw_state_장생,unseong,0.035969565102943114,
0,3,ELASTICNET_AUTO,unseong__sw_state_묘,unseong,-0.07626819164025442,
0,3,ELASTICNET_AUTO,unseong__sw_state_양,unseong,0.04638407137802906,
0,3,ELASTICNET_AUTO,unseong__sw_state_절,unseong,0.05844818076859081,
0,3,ELASTICNET_AUTO,unseong__sw_state_제왕,unseong,0.03652339809519523,
0,3,ELASTICNET_AUTO,unseong__sw_state_태,unseong,-0.047313444830197164,
0,3,ELASTICNET_AUTO,yongshin__sw_supplies_fav,yongshin,-0.0014753041189518974,
0,3,ELASTICNET_AUTO,yongshin__sw_yong_fit,yongshin,-0.051739108869386305,
0,3,STABILITY_SELECTED,tengod__sw_group_output,tengod,,0.72
0,3,STABILITY_SELECTED,shinsal__dw_신살_흉살__과숙_,shinsal,,0.72
0,3,STABILITY_SELECTED,unseong__sw_state_양,unseong,,0.72
0,3,STABILITY_SELECTED,tengod__dw_group_output,tengod,,0.68
0,3,STABILITY_SELECTED,shinsal__dw_신살_길신__count,shinsal,,0.68
0,3,STABILITY_SELECTED,unseong__sw_state_묘,unseong,,0.64
0,3,STABILITY_SELECTED,relation__dw_branch_break_natal,relation,,0.6
0,4,ELASTICNET_AUTO,basic__dw_stem_甲,basic,0.23002550298359342,
0,4,ELASTICNET_AUTO,basic__sw_branch_午,basic,-0.026875938243394983,
0,4,ELASTICNET_AUTO,basic__sw_element_water,basic,0.030681162238041373,
0,4,ELASTICNET_AUTO,basic__sw_stem_庚,basic,-0.04937066680420109,
0,4,ELASTICNET_AUTO,relation__sw_branch_combine_natal,relation,0.10488087806881906,
0,4,ELASTICNET_AUTO,shinsal__dw_신살_길신__홍란_,shinsal,-0.12140130209516588,
0,4,ELASTICNET_AUTO,shinsal__dw_신살_흉살__과숙_,shinsal,-0.2185388422284051,
0,4,ELASTICNET_AUTO,shinsal__dw_신살_흉살__도화_,shinsal,-0.015055589974596058,
0,4,ELASTICNET_AUTO,shinsal__dw_신살_흉살__양인_,shinsal,-0.037327013438562366,
0,4,ELASTICNET_AUTO,shinsal__sw_세운_신살_흉살__양인_,shinsal,0.09705765864390986,
0,4,ELASTICNET_AUTO,tengod__dw_group_output,tengod,-0.20398913228224613,
0,4,ELASTICNET_AUTO,tengod__dw_group_peer,tengod,0.1050529267585799,
0,4,ELASTICNET_AUTO,tengod__sw_group_output,tengod,-0.2459064613809111,
0,4,ELASTICNET_AUTO,tengod__sw_group_resource,tengod,0.1050558958323328,
0,4,ELASTICNET_AUTO,unseong__dw_state_제왕,unseong,-0.037327013438562366,
0,4,ELASTICNET_AUTO,unseong__sw_raw_score,unseong,0.0245619878942555,
0,4,ELASTICNET_AUTO,unseong__sw_state_제왕,unseong,0.09705765864390986,
0,4,ELASTICNET_AUTO,yongshin__sw_yong_fit,yongshin,-0.0628995610654454,
0,4,STABILITY_SELECTED,shinsal__dw_신살_흉살__과숙_,shinsal,,0.88
0,4,STABILITY_SELECTED,shinsal__sw_세운_신살_흉살__양인_,shinsal,,0.88
0,4,STABILITY_SELECTED,unseong__sw_state_제왕,unseong,,0.88
0,4,STABILITY_SELECTED,tengod__sw_group_resource,tengod,,0.76
0,4,STABILITY_SELECTED,relation__sw_branch_combine_natal,relation,,0.76
0,4,STABILITY_SELECTED,tengod__sw_group_output,tengod,,0.72
0,4,STABILITY_SELECTED,tengod__dw_group_output,tengod,,0.72
0,4,STABILITY_SELECTED,basic__dw_stem_甲,basic,,0.68
1,0,ELASTICNET_AUTO,basic__dw_branch_亥,basic,-0.08420702756693645,
1,0,ELASTICNET_AUTO,basic__dw_branch_午,basic,-0.1485252053643308,
1,0,ELASTICNET_AUTO,basic__dw_branch_子,basic,0.12112523374810447,
1,0,ELASTICNET_AUTO,basic__dw_branch_未,basic,0.012761084347560602,
1,0,ELASTICNET_AUTO,basic__dw_branch_酉,basic,-0.07264922529159963,
1,0,ELASTICNET_AUTO,basic__dw_element_metal,basic,-0.03006714654750798,
1,0,ELASTICNET_AUTO,basic__dw_element_water,basic,-0.14609826501879095,
1,0,ELASTICNET_AUTO,basic__dw_element_wood,basic,0.205270434058522,
1,0,ELASTICNET_AUTO,basic__dw_stem_丁,basic,0.11967134111618856,
1,0,ELASTICNET_AUTO,basic__dw_stem_壬,basic,-0.18399071697628658,
1,0,ELASTICNET_AUTO,basic__dw_stem_甲,basic,0.254225798976592,
1,0,ELASTICNET_AUTO,basic__dw_stem_辛,basic,-0.13968719881780894,
1,0,ELASTICNET_AUTO,basic__sw_branch_丑,basic,0.1633782642712181,
1,0,ELASTICNET_AUTO,basic__sw_branch_亥,basic,-0.012799809277547848,
1,0,ELASTICNET_AUTO,basic__sw_branch_午,basic,-0.13096956910754162,
1,0,ELASTICNET_AUTO,basic__sw_branch_子,basic,-0.23726051320647107,
1,0,ELASTICNET_AUTO,basic__sw_branch_寅,basic,0.07675283072892335,
1,0,ELASTICNET_AUTO,basic__sw_branch_巳,basic,-0.19477536106413776,
1,0,ELASTICNET_AUTO,basic__sw_branch_未,basic,0.10371942106266042,
1,0,ELASTICNET_AUTO,basic__sw_branch_申,basic,0.24264293100753379,
1,0,ELASTICNET_AUTO,basic__sw_branch_辰,basic,-0.06228548437543954,
1,0,ELASTICNET_AUTO,basic__sw_branch_酉,basic,0.30516860217550584,
1,0,ELASTICNET_AUTO,basic__sw_element_earth,basic,0.12894174668734804,
1,0,ELASTICNET_AUTO,basic__sw_element_metal,basic,-0.152602535450024,
1,0,ELASTICNET_AUTO,basic__sw_element_water,basic,0.11062500568890418,
1,0,ELASTICNET_AUTO,basic__sw_element_wood,basic,-0.07119704545888718,
1,0,ELASTICNET_AUTO,basic__sw_stem_丁,basic,0.032261435399226705,
1,0,ELASTICNET_AUTO,basic__sw_stem_丙,basic,-0.014288780899665933,
1,0,ELASTICNET_AUTO,basic__sw_stem_庚,basic,-0.36209957385824476,
1,0,ELASTICNET_AUTO,basic__sw_stem_戊,basic,0.06296892134167817,
1,0,ELASTICNET_AUTO,basic__sw_yy_yang,basic,-0.0533618658031439,
1,0,ELASTICNET_AUTO,basic__sw_yy_yin,basic,0.0533618658031439,
1,0,ELASTICNET_AUTO,relation__dw_branch_break_natal,relation,0.08784070728039722,
1,0,ELASTICNET_AUTO,relation__dw_branch_harm_natal,relation,-0.008799219989934664,
1,0,ELASTICNET_AUTO,relation__dw_branch_punish_natal,relation,0.07253121711036321,
1,0,ELASTICNET_AUTO,relation__dw_stem_clash_natal,relation,0.05150023420427597,
1,0,ELASTICNET_AUTO,relation__sw_branch_break_natal,relation,0.16336696894397282,
1,0,ELASTICNET_AUTO,relation__sw_branch_clash_natal,relation,0.13603365447510807,
1,0,ELASTICNET_AUTO,relation__sw_branch_combine_natal,relation,0.2109870740307029,
1,0,ELASTICNET_AUTO,relation__sw_branch_harm_natal,relation,-0.14033104444303765,
