subject_id,correct,repeat,model
V5DEVE2_154,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_160,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_048,0.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_052,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_103,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_115,0.5,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_131,0.5,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_132,0.6666666666666666,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_013,0.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_020,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_023,0.5,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_028,0.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_039,0.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_040,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_084,0.6666666666666666,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_121,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_155,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_003,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_022,0.5,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_061,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_154,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_160,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_048,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_052,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_103,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_115,0.5,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_131,0.75,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_132,0.3333333333333333,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_013,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_020,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_023,0.375,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_028,0.5,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_039,0.6666666666666666,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_040,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_084,0.3333333333333333,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_121,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_155,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_003,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_022,0.5,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_061,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_154,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_160,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_048,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_052,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_103,0.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_115,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_131,0.5,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_132,0.6666666666666666,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_013,0.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_020,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_023,0.25,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_028,0.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_039,0.3333333333333333,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_040,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_084,0.6666666666666666,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_121,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_155,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_003,1.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_022,1.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_061,1.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_154,1.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_160,1.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_048,1.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_052,1.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_103,1.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_115,1.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_131,1.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_132,1.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_013,1.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_020,1.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_023,1.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_028,1.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_039,1.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_040,1.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_084,1.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_121,1.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_155,1.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_003,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_022,0.5,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_061,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_154,0.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_160,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_048,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_052,0.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_103,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_115,0.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_131,0.75,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_132,0.6666666666666666,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_013,0.5,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_020,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_023,0.5,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_028,0.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_039,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_040,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_084,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_121,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_155,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_013,0.5,0,NUISANCE_ONLY
V5DEVE2_080,1.0,0,NUISANCE_ONLY
V5DEVE2_083,1.0,0,NUISANCE_ONLY
V5DEVE2_145,1.0,0,NUISANCE_ONLY
V5DEVX_008,0.5,0,NUISANCE_ONLY
V5DEVX_036,1.0,0,NUISANCE_ONLY
V5DEVX_038,1.0,0,NUISANCE_ONLY
V5DEVX_049,1.0,0,NUISANCE_ONLY
V5DEVX_106,1.0,0,NUISANCE_ONLY
V5DEVX_148,0.3333333333333333,0,NUISANCE_ONLY
V5DEV_009,1.0,0,NUISANCE_ONLY
V5DEV_010,0.0,0,NUISANCE_ONLY
V5DEV_011,1.0,0,NUISANCE_ONLY
V5DEV_015,0.0,0,NUISANCE_ONLY
V5DEV_022,1.0,0,NUISANCE_ONLY
V5DEV_029,0.5,0,NUISANCE_ONLY
V5DEV_030,0.14285714285714285,0,NUISANCE_ONLY
V5DEV_090,1.0,0,NUISANCE_ONLY
V5DEV_117,0.6666666666666666,0,NUISANCE_ONLY
V5DEV_156,1.0,0,NUISANCE_ONLY
V5DEV_158,0.5,0,NUISANCE_ONLY
V5DEVE2_013,0.5,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_080,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_083,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_145,0.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVX_008,0.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVX_036,0.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVX_038,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVX_049,0.75,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVX_106,0.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVX_148,0.6666666666666666,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_009,0.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_010,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_011,0.5,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_015,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_022,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_029,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_030,0.42857142857142855,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_090,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_117,0.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_156,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_158,0.5,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_013,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_080,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_083,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_145,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_008,0.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_036,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_038,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_049,0.5,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_106,0.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_148,0.6666666666666666,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_009,0.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_010,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_011,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_015,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_022,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_029,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_030,0.7142857142857143,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_090,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_117,0.6666666666666666,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_156,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEV_158,0.5,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_013,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_080,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_083,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_145,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_008,0.5,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_036,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_038,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_049,0.5,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_106,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_148,0.6666666666666666,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_009,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_010,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_011,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_015,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_022,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_029,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_030,0.5714285714285714,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_090,0.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_117,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_156,1.0,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_158,0.5,0,ASTRO__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_013,0.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_080,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_083,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_145,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_008,0.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_036,0.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_038,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_049,0.25,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_106,0.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVX_148,0.6666666666666666,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_009,0.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_010,0.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_011,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_015,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_022,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_029,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_030,0.2857142857142857,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_090,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_117,0.6666666666666666,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_156,1.0,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEV_158,0.5,0,NPLUS__ALL_ORTHODOX_RIDGE_AUTO
V5DEVE2_013,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_080,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_083,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_145,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_008,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_036,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_038,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_049,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_106,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_148,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_009,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_010,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_011,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_015,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_022,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_029,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_030,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_090,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_117,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_156,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_158,0.0,0,ASTRO__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_013,0.5,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_080,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_083,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_145,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_008,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_036,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_038,0.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_049,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_106,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVX_148,0.6666666666666666,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_009,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_010,0.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_011,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_015,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_022,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_029,0.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_030,0.14285714285714285,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_090,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_117,0.6666666666666666,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_156,1.0,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEV_158,0.5,0,NPLUS__ALL_ORTHODOX_ELASTICNET_AUTO
V5DEVE2_007,1.0,0,NUISANCE_ONLY
V5DEVE2_014,1.0,0,NUISANCE_ONLY
V5DEVE2_015,1.0,0,NUISANCE_ONLY
V5DEVE2_028,1.0,0,NUISANCE_ONLY
V5DEVX_004,1.0,0,NUISANCE_ONLY
V5DEVX_007,0.0,0,NUISANCE_ONLY
V5DEVX_031,0.0,0,NUISANCE_ONLY
V5DEVX_089,0.6666666666666666,0,NUISANCE_ONLY
V5DEVX_108,1.0,0,NUISANCE_ONLY
V5DEVX_142,0.0,0,NUISANCE_ONLY
V5DEV_007,0.0,0,NUISANCE_ONLY
V5DEV_024,1.0,0,NUISANCE_ONLY
V5DEV_031,1.0,0,NUISANCE_ONLY
V5DEV_035,0.5,0,NUISANCE_ONLY
V5DEV_036,0.5,0,NUISANCE_ONLY
V5DEV_037,0.75,0,NUISANCE_ONLY
V5DEV_080,1.0,0,NUISANCE_ONLY
V5DEV_109,0.5,0,NUISANCE_ONLY
V5DEV_125,0.0,0,NUISANCE_ONLY
V5DEV_134,1.0,0,NUISANCE_ONLY
V5DEV_138,0.5,0,NUISANCE_ONLY
V5DEV_150,1.0,0,NUISANCE_ONLY
V5DEVE2_007,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_014,0.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_015,0.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_028,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVX_004,0.3333333333333333,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVX_007,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVX_031,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVX_089,0.3333333333333333,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVX_108,0.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVX_142,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_007,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_024,0.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_031,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_035,0.5,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_036,0.6666666666666666,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_037,0.5,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_080,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_109,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_125,0.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_134,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_138,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEV_150,1.0,0,ASTRO__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_007,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_014,0.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_015,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVE2_028,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_004,0.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_007,0.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_031,0.5,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_089,0.6666666666666666,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_108,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
V5DEVX_142,1.0,0,NPLUS__TG10_RIDGE_DIAGNOSTIC
